time,sample,type,sub,channel,num,aux
0.208,52,N,0,0,0,
0.944,236,N,0,0,0,
1.688,422,N,0,0,0,
2.44,610,N,0,0,0,
3.196,799,N,0,0,0,
3.916,979,N,0,0,0,
4.672,1168,N,0,0,0,
5.452,1363,N,0,0,0,
6.22,1555,N,0,0,0,
6.932,1733,N,0,0,0,
7.656,1914,N,0,0,0,
8.404,2101,N,0,0,0,
9.164,2291,N,0,0,0,
9.892,2473,N,0,0,0,
10.648,2662,N,0,0,0,
11.412,2853,N,0,0,0,
12.152,3038,N,0,0,0,
12.9,3225,N,0,0,0,
13.68,3420,N,0,0,0,
14.496,3624,N,0,0,0,
15.244,3811,N,0,0,0,
16.004,4001,N,0,0,0,
16.8,4200,N,0,0,0,
17.556,4389,N,0,0,0,
18.288,4572,N,0,0,0,
19.04,4760,N,0,0,0,
19.892,4973,N,0,0,0,
20.736,5184,N,0,0,0,
21.484,5371,N,0,0,0,
22.236,5559,N,0,0,0,
23.024,5756,N,0,0,0,
23.8,5950,N,0,0,0,
24.548,6137,N,0,0,0,
25.328,6332,N,0,0,0,
26.152,6538,N,0,0,0,
26.936,6734,N,0,0,0,
27.684,6921,N,0,0,0,
28.46,7115,N,0,0,0,
29.264,7316,N,0,0,0,
30.108,7527,N,0,0,0,
30.9,7725,N,0,0,0,
31.712,7928,N,0,0,0,
32.516,8129,N,0,0,0,
33.288,8322,N,0,0,0,
34.044,8511,N,0,0,0,
34.776,8694,N,0,0,0,
35.576,8894,N,0,0,0,
36.424,9106,N,0,0,0,
37.248,9312,N,0,0,0,
37.992,9498,N,0,0,0,
38.708,9677,N,0,0,0,
39.416,9854,N,0,0,0,
40.1,10025,N,0,0,0,
40.784,10196,N,0,0,0,
41.488,10372,N,0,0,0,
42.144,10536,N,0,0,0,
42.784,10696,N,0,0,0,
43.432,10858,N,0,0,0,
44.084,11021,N,0,0,0,
44.788,11197,N,0,0,0,
45.6,11400,N,0,0,0,
46.368,11592,N,0,0,0,
47.076,11769,N,0,0,0,
47.824,11956,N,0,0,0,
48.636,12159,N,0,0,0,
49.436,12359,N,0,0,0,
50.172,12543,N,0,0,0,
50.932,12733,N,0,0,0,
51.688,12922,N,0,0,0,
52.456,13114,N,0,0,0,
53.228,13307,N,0,0,0,
54.004,13501,N,0,0,0,
54.812,13703,N,0,0,0,
55.576,13894,N,0,0,0,
56.324,14081,N,0,0,0,
57.156,14289,N,0,0,0,
57.98,14495,N,0,0,0,
58.76,14690,N,0,0,0,
59.552,14888,N,0,0,0,
60.424,15106,N,0,0,0,
61.296,15324,N,0,0,0,
62.084,15521,N,0,0,0,
62.888,15722,N,0,0,0,
63.7,15925,N,0,0,0,
64.468,16117,N,0,0,0,
65.2,16300,N,0,0,0,
65.908,16477,N,0,0,0,
66.668,16667,N,0,0,0,
67.556,16889,N,0,0,0,
68.384,17096,N,0,0,0,
69.14,17285,N,0,0,0,
69.948,17487,N,0,0,0,
70.78,17695,N,0,0,0,
71.628,17907,N,0,0,0,
72.364,18091,N,0,0,0,
73.1,18275,N,0,0,0,
73.864,18466,N,0,0,0,
74.72,18680,N,0,0,0,
75.5,18875,N,0,0,0,
76.216,19054,N,0,0,0,
76.928,19232,N,0,0,0,
77.708,19427,N,0,0,0,
78.584,19646,N,0,0,0,
79.356,19839,N,0,0,0,
80.068,20017,N,0,0,0,
80.82,20205,N,0,0,0,
81.628,20407,N,0,0,0,
82.412,20603,N,0,0,0,
83.144,20786,N,0,0,0,
83.84,20960,N,0,0,0,
84.532,21133,N,0,0,0,
85.304,21326,N,0,0,0,
86.188,21547,N,0,0,0,
86.996,21749,N,0,0,0,
87.736,21934,N,0,0,0,
88.428,22107,N,0,0,0,
89.088,22272,N,0,0,0,
89.764,22441,N,0,0,0,
90.816,22704,N,0,0,0,
91.716,22929,N,0,0,0,
92.552,23138,N,0,0,0,
93.352,23338,N,0,0,0,
94.18,23545,N,0,0,0,
94.976,23744,N,0,0,0,
95.772,23943,N,0,0,0,
96.5,24125,N,0,0,0,
97.256,24314,N,0,0,0,
97.976,24494,N,0,0,0,
98.68,24670,N,0,0,0,
99.4,24850,N,0,0,0,
100.152,25038,N,0,0,0,
101.02,25255,N,0,0,0,
101.796,25449,N,0,0,0,
102.512,25628,N,0,0,0,
103.264,25816,N,0,0,0,
104.184,26046,N,0,0,0,
104.996,26249,N,0,0,0,
105.752,26438,N,0,0,0,
106.5,26625,N,0,0,0,
107.288,26822,N,0,0,0,
108.108,27027,N,0,0,0,
108.872,27218,N,0,0,0,
109.612,27403,N,0,0,0,
110.416,27604,N,0,0,0,
111.296,27824,N,0,0,0,
112.072,28018,N,0,0,0,
112.816,28204,N,0,0,0,
113.616,28404,N,0,0,0,
114.472,28618,N,0,0,0,
115.224,28806,N,0,0,0,
115.94,28985,N,0,0,0,
116.724,29181,N,0,0,0,
117.604,29401,N,0,0,0,
118.388,29597,N,0,0,0,
119.096,29774,N,0,0,0,
119.776,29944,N,0,0,0,
120.52,30130,N,0,0,0,
121.608,30402,N,0,0,0,
122.52,30630,N,0,0,0,
123.34,30835,N,0,0,0,
124.076,31019,N,0,0,0,
124.796,31199,N,0,0,0,
125.564,31391,N,0,0,0,
126.42,31605,N,0,0,0,
127.196,31799,N,0,0,0,
128.032,32008,N,0,0,0,
128.788,32197,N,0,0,0,
129.532,32383,N,0,0,0,
130.46,32615,N,0,0,0,
131.364,32841,N,0,0,0,
132.192,33048,N,0,0,0,
133.024,33256,N,0,0,0,
133.868,33467,N,0,0,0,
134.668,33667,N,0,0,0,
135.464,33866,N,0,0,0,
136.24,34060,N,0,0,0,
136.98,34245,N,0,0,0,
137.756,34439,N,0,0,0,
138.544,34636,N,0,0,0,
139.328,34832,N,0,0,0,
140.08,35020,N,0,0,0,
140.748,35187,N,0,0,0,
141.408,35352,N,0,0,0,
142.072,35518,N,0,0,0,
143.072,35768,N,0,0,0,
143.916,35979,N,0,0,0,
144.708,36177,N,0,0,0,
145.448,36362,N,0,0,0,
146.22,36555,N,0,0,0,
147.012,36753,N,0,0,0,
147.812,36953,N,0,0,0,
148.576,37144,N,0,0,0,
149.288,37322,N,0,0,0,
150,37500,N,0,0,0,
150.772,37693,N,0,0,0,
151.592,37898,N,0,0,0,
152.344,38086,N,0,0,0,
153.124,38281,N,0,0,0,
153.924,38481,N,0,0,0,
154.704,38676,N,0,0,0,
155.464,38866,N,0,0,0,
156.224,39056,N,0,0,0,
157.008,39252,N,0,0,0,
157.752,39438,N,0,0,0,
158.456,39614,N,0,0,0,
159.156,39789,N,0,0,0,
159.896,39974,N,0,0,0,
160.676,40169,N,0,0,0,
161.472,40368,N,0,0,0,
162.22,40555,N,0,0,0,
162.956,40739,N,0,0,0,
163.712,40928,N,0,0,0,
164.456,41114,N,0,0,0,
165.188,41297,N,0,0,0,
165.936,41484,N,0,0,0,
166.688,41672,N,0,0,0,
167.436,41859,N,0,0,0,
168.184,42046,N,0,0,0,
168.9,42225,N,0,0,0,
169.58,42395,N,0,0,0,
170.256,42564,N,0,0,0,
170.968,42742,N,0,0,0,
171.768,42942,N,0,0,0,
172.54,43135,N,0,0,0,
173.256,43314,N,0,0,0,
173.964,43491,N,0,0,0,
174.712,43678,N,0,0,0,
175.496,43874,N,0,0,0,
176.22,44055,N,0,0,0,
176.948,44237,N,0,0,0,
177.688,44422,N,0,0,0,
178.436,44609,N,0,0,0,
179.164,44791,N,0,0,0,
179.884,44971,N,0,0,0,
180.624,45156,N,0,0,0,
181.508,45377,N,0,0,0,
182.34,45585,N,0,0,0,
183.088,45772,N,0,0,0,
183.78,45945,N,0,0,0,
184.496,46124,N,0,0,0,
185.252,46313,N,0,0,0,
186.028,46507,N,0,0,0,
186.756,46689,N,0,0,0,
187.472,46868,N,0,0,0,
188.24,47060,N,0,0,0,
189.18,47295,N,0,0,0,
190.048,47512,N,0,0,0,
190.8,47700,N,0,0,0,
191.544,47886,N,0,0,0,
192.348,48087,N,0,0,0,
193.152,48288,N,0,0,0,
193.908,48477,N,0,0,0,
194.624,48656,N,0,0,0,
195.304,48826,N,0,0,0,
196.012,49003,N,0,0,0,
196.92,49230,N,0,0,0,
197.744,49436,N,0,0,0,
198.464,49616,N,0,0,0,
199.16,49790,N,0,0,0,
199.932,49983,N,0,0,0,
200.824,50206,N,0,0,0,
201.672,50418,N,0,0,0,
202.416,50604,N,0,0,0,
203.108,50777,N,0,0,0,
203.832,50958,N,0,0,0,
204.656,51164,N,0,0,0,
205.412,51353,N,0,0,0,
206.124,51531,N,0,0,0,
206.812,51703,N,0,0,0,
207.484,51871,N,0,0,0,
208.252,52063,N,0,0,0,
209.188,52297,N,0,0,0,
210.012,52503,N,0,0,0,
210.792,52698,N,0,0,0,
211.504,52876,N,0,0,0,
212.188,53047,N,0,0,0,
212.896,53224,N,0,0,0,
213.724,53431,N,0,0,0,
214.532,53633,N,0,0,0,
215.276,53819,N,0,0,0,
215.972,53993,N,0,0,0,
216.664,54166,N,0,0,0,
217.424,54356,N,0,0,0,
218.228,54557,N,0,0,0,
219.04,54760,N,0,0,0,
219.788,54947,N,0,0,0,
220.492,55123,N,0,0,0,
221.228,55307,N,0,0,0,
222.004,55501,N,0,0,0,
222.764,55691,N,0,0,0,
223.464,55866,N,0,0,0,
224.2,56050,N,0,0,0,
224.964,56241,N,0,0,0,
225.744,56436,N,0,0,0,
226.444,56611,N,0,0,0,
227.12,56780,N,0,0,0,
227.84,56960,N,0,0,0,
228.668,57167,N,0,0,0,
229.464,57366,N,0,0,0,
230.188,57547,N,0,0,0,
230.896,57724,N,0,0,0,
231.688,57922,N,0,0,0,
232.54,58135,N,0,0,0,
233.3,58325,N,0,0,0,
234.044,58511,N,0,0,0,
234.764,58691,N,0,0,0,
235.552,58888,N,0,0,0,
236.384,59096,N,0,0,0,
237.116,59279,N,0,0,0,
237.804,59451,N,0,0,0,
238.504,59626,N,0,0,0,
