time,sample,type,sub,channel,num,aux
0.248,62,N,0,0,0,
1.532,383,N,0,0,0,
2.732,683,N,0,0,0,
3.884,971,N,0,0,0,
5.116,1279,N,0,0,0,
6.16,1540,N,0,0,0,
7.476,1869,N,0,0,0,
8.664,2166,N,0,0,0,
9.78,2445,N,0,0,0,
11.18,2795,N,0,0,0,
12.3,3075,N,0,0,0,
13.428,3357,N,0,0,0,
14.784,3696,N,0,0,0,
15.884,3971,N,0,0,0,
17.148,4287,N,0,0,0,
18.452,4613,N,0,0,0,
19.752,4938,N,0,0,0,
20.948,5237,N,0,0,0,
22.268,5567,N,0,0,0,
23.644,5911,N,0,0,0,
24.94,6235,N,0,0,0,
26.292,6573,N,0,0,0,
27.604,6901,N,0,0,0,
28.84,7210,N,0,0,0,
29.996,7499,N,0,0,0,
31.088,7772,N,0,0,0,
32.692,8173,N,0,0,0,
34.06,8515,N,0,0,0,
35.34,8835,N,0,0,0,
36.76,9190,N,0,0,0,
37.98,9495,N,0,0,0,
39.052,9763,N,0,0,0,
40.28,10070,N,0,0,0,
41.42,10355,N,0,0,0,
42.552,10638,N,0,0,0,
43.696,10924,N,0,0,0,
45.212,11303,N,0,0,0,
46.64,11660,N,0,0,0,
47.972,11993,N,0,0,0,
49.288,12322,N,0,0,0,
50.632,12658,N,0,0,0,
52.008,13002,N,0,0,0,
53.524,13381,N,0,0,0,
54.852,13713,N,0,0,0,
56.132,14033,N,0,0,0,
57.424,14356,N,0,0,0,
58.876,14719,N,0,0,0,
60.328,15082,N,0,0,0,
61.748,15437,N,0,0,0,
63.148,15787,N,0,0,0,
64.58,16145,N,0,0,0,
66.116,16529,N,0,0,0,
67.612,16903,N,0,0,0,
68.976,17244,N,0,0,0,
70.24,17560,N,0,0,0,
71.692,17923,N,0,0,0,
73.136,18284,N,0,0,0,
74.512,18628,N,0,0,0,
75.704,18926,N,0,0,0,
77.088,19272,N,0,0,0,
78.596,19649,N,0,0,0,
79.704,19926,N,0,0,0,
80.852,20213,N,0,0,0,
82.044,20511,N,0,0,0,
83.128,20782,N,0,0,0,
84.552,21138,N,0,0,0,
85.876,21469,N,0,0,0,
87.268,21817,N,0,0,0,
88.704,22176,N,0,0,0,
90.052,22513,N,0,0,0,
91.44,22860,N,0,0,0,
92.888,23222,N,0,0,0,
94.204,23551,N,0,0,0,
95.668,23917,N,0,0,0,
97.172,24293,N,0,0,0,
98.564,24641,N,0,0,0,
99.868,24967,N,0,0,0,
101.248,25312,N,0,0,0,
102.608,25652,N,0,0,0,
103.988,25997,N,0,0,0,
105.244,26311,N,0,0,0,
106.656,26664,N,0,0,0,
108.152,27038,N,0,0,0,
109.532,27383,N,0,0,0,
110.824,27706,N,0,0,0,
112.288,28072,N,0,0,0,
113.728,28432,N,0,0,0,
114.984,28746,N,0,0,0,
116.336,29084,N,0,0,0,
117.776,29444,N,0,0,0,
119.168,29792,N,0,0,0,
120.48,30120,N,0,0,0,
121.872,30468,N,0,0,0,
123.156,30789,N,0,0,0,
124.456,31114,N,0,0,0,
125.896,31474,N,0,0,0,
127.22,31805,N,0,0,0,
128.44,32110,N,0,0,0,
129.812,32453,N,0,0,0,
131.22,32805,N,0,0,0,
132.416,33104,N,0,0,0,
133.592,33398,N,0,0,0,
134.724,33681,N,0,0,0,
135.788,33947,N,0,0,0,
137.032,34258,N,0,0,0,
138.284,34571,N,0,0,0,
139.532,34883,N,0,0,0,
140.928,35232,N,0,0,0,
142.296,35574,N,0,0,0,
143.632,35908,N,0,0,0,
144.868,36217,N,0,0,0,
146.156,36539,N,0,0,0,
147.488,36872,N,0,0,0,
148.844,37211,N,0,0,0,
150.128,37532,N,0,0,0,
151.568,37892,N,0,0,0,
152.948,38237,N,0,0,0,
154.288,38572,N,0,0,0,
155.604,38901,N,0,0,0,
156.992,39248,N,0,0,0,
158.316,39579,N,0,0,0,
159.832,39958,N,0,0,0,
161.192,40298,N,0,0,0,
162.504,40626,N,0,0,0,
163.928,40982,N,0,0,0,
165.232,41308,N,0,0,0,
166.628,41657,N,0,0,0,
168.056,42014,N,0,0,0,
169.336,42334,N,0,0,0,
170.72,42680,N,0,0,0,
172.064,43016,N,0,0,0,
173.368,43342,N,0,0,0,
174.88,43720,N,0,0,0,
176.236,44059,N,0,0,0,
177.52,44380,N,0,0,0,
178.896,44724,N,0,0,0,
180.26,45065,N,0,0,0,
181.576,45394,N,0,0,0,
182.912,45728,N,0,0,0,
184.224,46056,N,0,0,0,
185.544,46386,N,0,0,0,
186.828,46707,N,0,0,0,
188.108,47027,N,0,0,0,
189.384,47346,N,0,0,0,
190.752,47688,N,0,0,0,
192.052,48013,N,0,0,0,
193.396,48349,N,0,0,0,
194.748,48687,N,0,0,0,
196.06,49015,N,0,0,0,
197.436,49359,N,0,0,0,
198.676,49669,N,0,0,0,
199.924,49981,N,0,0,0,
201.184,50296,N,0,0,0,
202.26,50565,N,0,0,0,
203.376,50844,N,0,0,0,
204.504,51126,N,0,0,0,
205.868,51467,N,0,0,0,
207.216,51804,N,0,0,0,
208.524,52131,N,0,0,0,
209.796,52449,N,0,0,0,
211.204,52801,N,0,0,0,
212.588,53147,N,0,0,0,
213.816,53454,N,0,0,0,
215.176,53794,N,0,0,0,
216.52,54130,N,0,0,0,
217.744,54436,N,0,0,0,
219.1,54775,N,0,0,0,
220.5,55125,N,0,0,0,
221.96,55490,N,0,0,0,
223.3,55825,N,0,0,0,
224.676,56169,N,0,0,0,
226.084,56521,N,0,0,0,
227.44,56860,N,0,0,0,
228.708,57177,N,0,0,0,
230.16,57540,N,0,0,0,
231.584,57896,N,0,0,0,
232.88,58220,N,0,0,0,
234.328,58582,N,0,0,0,
235.756,58939,N,0,0,0,
237.04,59260,N,0,0,0,
238.452,59613,N,0,0,0,
239.88,59970,N,0,0,0,
241.104,60276,N,0,0,0,
242.22,60555,N,0,0,0,
243.592,60898,N,0,0,0,
244.828,61207,N,0,0,0,
245.896,61474,N,0,0,0,
247.376,61844,N,0,0,0,
248.616,62154,N,0,0,0,
249.944,62486,N,0,0,0,
251.308,62827,N,0,0,0,
252.64,63160,N,0,0,0,
253.932,63483,N,0,0,0,
255.308,63827,N,0,0,0,
256.62,64155,N,0,0,0,
258.036,64509,N,0,0,0,
259.432,64858,N,0,0,0,
260.704,65176,N,0,0,0,
262.144,65536,N,0,0,0,
263.464,65866,N,0,0,0,
264.7,66175,N,0,0,0,
266.128,66532,N,0,0,0,
267.46,66865,N,0,0,0,
268.736,67184,N,0,0,0,
270.2,67550,N,0,0,0,
271.528,67882,N,0,0,0,
272.832,68208,N,0,0,0,
274.268,68567,N,0,0,0,
275.58,68895,N,0,0,0,
277.024,69256,N,0,0,0,
278.396,69599,N,0,0,0,
279.68,69920,N,0,0,0,
281.124,70281,N,0,0,0,
282.468,70617,N,0,0,0,
283.856,70964,N,0,0,0,
285.264,71316,N,0,0,0,
286.608,71652,N,0,0,0,
288.048,72012,N,0,0,0,
289.316,72329,N,0,0,0,
290.676,72669,N,0,0,0,
292.1,73025,N,0,0,0,
293.5,73375,N,0,0,0,
294.9,73725,N,0,0,0,
296.148,74037,N,0,0,0,
297.572,74393,N,0,0,0,
