time,sample,type,sub,channel,num,aux
0.76,190,N,0,0,0,
1.56,390,N,0,0,0,
2.388,597,N,0,0,0,
3.22,805,N,0,0,0,
4.064,1016,N,0,0,0,
4.932,1233,N,0,0,0,
5.812,1453,N,0,0,0,
6.696,1674,N,0,0,0,
7.588,1897,N,0,0,0,
8.472,2118,N,0,0,0,
9.336,2334,N,0,0,0,
10.2,2550,N,0,0,0,
11.064,2766,N,0,0,0,
11.948,2987,N,0,0,0,
12.856,3214,N,0,0,0,
13.804,3451,N,0,0,0,
14.792,3698,N,0,0,0,
15.8,3950,N,0,0,0,
16.828,4207,N,0,0,0,
17.892,4473,N,0,0,0,
18.932,4733,N,0,0,0,
19.94,4985,N,0,0,0,
20.952,5238,N,0,0,0,
21.932,5483,N,0,0,0,
22.904,5726,N,0,0,0,
23.888,5972,N,0,0,0,
24.904,6226,N,0,0,0,
25.896,6474,N,0,0,0,
26.884,6721,N,0,0,0,
27.86,6965,N,0,0,0,
28.804,7201,N,0,0,0,
29.764,7441,N,0,0,0,
30.724,7681,N,0,0,0,
31.68,7920,N,0,0,0,
32.608,8152,N,0,0,0,
33.556,8389,N,0,0,0,
34.504,8626,N,0,0,0,
35.452,8863,N,0,0,0,
36.428,9107,N,0,0,0,
37.396,9349,N,0,0,0,
38.352,9588,N,0,0,0,
39.312,9828,N,0,0,0,
40.292,10073,N,0,0,0,
41.268,10317,N,0,0,0,
42.248,10562,N,0,0,0,
43.232,10808,N,0,0,0,
44.212,11053,N,0,0,0,
45.196,11299,N,0,0,0,
46.172,11543,N,0,0,0,
47.152,11788,N,0,0,0,
48.136,12034,N,0,0,0,
49.136,12284,N,0,0,0,
50.128,12532,N,0,0,0,
51.12,12780,N,0,0,0,
52.104,13026,N,0,0,0,
53.08,13270,N,0,0,0,
54.048,13512,N,0,0,0,
55.044,13761,N,0,0,0,
56.04,14010,N,0,0,0,
57.016,14254,N,0,0,0,
57.972,14493,N,0,0,0,
58.908,14727,N,0,0,0,
59.824,14956,N,0,0,0,
60.768,15192,N,0,0,0,
61.712,15428,N,0,0,0,
62.664,15666,N,0,0,0,
63.648,15912,N,0,0,0,
64.648,16162,N,0,0,0,
65.604,16401,N,0,0,0,
66.548,16637,N,0,0,0,
67.52,16880,N,0,0,0,
